mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	248				20				
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	249				20				
31	31	90	90	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	250								
31	31	91	91	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	251		articStaccatoBelow						
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	252								
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	253		articStaccatoBelow						
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	254								
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	255		articStaccatoAbove						
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	256								
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	257		articStaccatoAbove						
32	32	93	93	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	258								
32	32	93	93	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	259								
32	32	94	94	0.0	1/4	1/4	Spanner	6/8	1	2	0								10			
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	260				21	10			
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	261				21	10			
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	262				21	10			
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	263								
32	32	94	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	264		articStaccatoAbove						
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	265								
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	266		articStaccatoAbove						
33	33	96	96	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	267				22	10			
33	33	97	97	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	268				22	10			
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	269				22	10			
33	33	98	98	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	270				22	10			
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	271								
33	33	96	96	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	272								
33	33	97	97	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	273		articAccentBelow						
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	274								
33	33	197/2	197/2	0.0	5/8	5/8	Spanner	6/8	1	2	0											
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	275		articAccentBelow						
33	33	96	96	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	276								
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	277		articStaccatoAbove						
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	278								
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	279		articStaccatoAbove						
34	34	99	99	0.0	0	0	Spanner	6/8	1	1	0									9		
34	34	99	99	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	280						9		
34	34	99	99	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	281				23		9		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	282				23		9		
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	283				23		9		
34	34	101	101	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	284				23		9		
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	285						9		
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	286								
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	287		articStaccatoAbove						
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	288								
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	289		articStaccatoAbove						
35	35	102	102	0.0	0	0	Spanner	6/8	1	1	0											
35	35	102	102	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	290								
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	291								
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	292								
35	35	103	103	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	293		articStaccatoBelow						
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	294				24				
35	35	104	104	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	295								
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	296		articStaccatoBelow						
35	35	102	102	0.0	0	0	Dynamic	6/8	2	1	0				pp							
35	35	102	102	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	297								
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	298		articStaccatoAbove						
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	299				25				
35	35	104	104	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	300								
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	301		articStaccatoAbove						
35	35	102	102	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	302								
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	303								
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	304								
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	305								
36	36	105	105	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	306								
36	36	106	106	0.0	1/4	1/4	Spanner	6/8	1	1	0								11			
36	36	106	106	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	307				26	11			
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	308				26	11			
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	309				26	11			
36	36	105	105	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	310					11			
36	36	106	106	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	311		articStaccatoBelow			11			
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	312					11			
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	313		articStaccatoBelow			11			
36	36	105	105	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	314								
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	315		articStaccatoAbove						
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	316								
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	317		articStaccatoAbove						
37	37	108	108	0.0	0	0	Spanner	6/8	1	1	0											
37	37	108	108	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	318								
37	37	108	108	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	319								
37	37	108	108	0.0	0	0	Spanner	6/8	2	1	0								12			
37	37	108	108	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	320					12			
37	37	109	109	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	321					12			
37	37	219/2	219/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											
37	37	219/2	219/2	0.0	3/8	3/8	Spanner	6/8	2	1	0									10		
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	322						10		
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	323						10		
38	38	111	111	0.0	0	0	Dynamic	6/8	1	1	0				p							
38	38	111	111	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	324				27				
38	38	225/2	225/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	325				27				
38	38	111	111	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	326								
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	327		articStaccatoBelow						
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	328								
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	329		articStaccatoBelow						
38	38	111	111	0.0	0	0	Spanner	6/8	2	1	0											
38	38	111	111	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	330								
38	38	112	112	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	331		articStaccatoAbove						
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	332								
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	333		articStaccatoAbove						
39	39	114	114	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	334				27				
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	335				27				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	336				27				
39	39	114	114	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	337								
39	39	115	115	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	338		articStaccatoBelow						
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	339								
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	340		articStaccatoBelow						
39	39	114	114	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	341								
39	39	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	342		articStaccatoAbove						
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	343								
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	344		articStaccatoAbove						
40	40	117	117	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	345								
40	40	117	117	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	346				28				
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	347				28				
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	348								
40	40	117	117	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	349								
40	40	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	350		articStaccatoAbove						
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	351								
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	352		articStaccatoAbove						
41	41	120	120	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	353								
41	41	121	121	0.0	1/4	1/4	Spanner	6/8	1	1	0								13			
41	41	121	121	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	354		articStaccatoAbove			13			
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	355				29	13			
41	41	122	122	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	356					13			
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	357		articStaccatoAbove			13			
41	41	120	120	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	358					13			
41	41	121	121	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	359		articStaccatoBelow			13			
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	360					13			
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	361		articStaccatoBelow			13			
41	41	120	120	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	362								
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	363		articStaccatoAbove						
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	364				30				
41	41	122	122	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	365								
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	366		articStaccatoAbove						
41	41	120	120	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	367								
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	368								
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	369								
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	370								
42	42	123	123	0.0	0	0	Spanner	6/8	1	1	0											
42	42	123	123	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	371								
42	42	123	123	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	372								
42	42	124	124	0.0	1/4	1/4	Spanner	6/8	1	2	0								14			
42	42	124	124	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	373		articStaccatoBelow			14			
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	374				31	14			
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	375					14			
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	376		articStaccatoBelow			14			
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	377								
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	378		articStaccatoAbove						
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	379				32				
42	42	125	125	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	380								
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	381		articStaccatoAbove						
42	42	123	123	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	382								
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	383								
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	384								
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	385								
43	43	126	126	0.0	0	0	Dynamic	6/8	1	1	0				f							
43	43	126	126	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	386				33				
43	43	255/2	255/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	387				33				
43	43	511/4	511/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	388				33				
43	43	128	128	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	389				33				
43	43	126	126	0.0	0	0	Spanner	6/8	1	2	0											
43	43	126	126	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	390								
43	43	127	127	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	391								
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	392								
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	393								
43	43	126	126	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	394								
43	43	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	395								
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	396								
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	397								
44	44	129	129	0.0	0	0	Spanner	6/8	1	1	0							33		11		
44	44	129	129	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	398				33		11		
44	44	261/2	261/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	399						11		
44	44	129	129	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	400						11		
44	44	261/2	261/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16	1/16	1	401				34		11		
44	44	523/4	523/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16	1/16	1	402				34		11		
44	44	131	131	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	403						11		
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	404								
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	405								
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	406								
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	407								
45	45	132	132	0.0	0	0	Spanner	6/8	1	1	0											
45	45	132	132	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	408				35				
45	45	267/2	267/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24	1/16	2/3	409				35				
45	45	401/3	401/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24	1/16	2/3	410				35				
45	45	803/6	803/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24	1/16	2/3	411				35				
45	45	134	134	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	412				35				
45	45	132	132	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	413								
45	45	132	132	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	414								
45	45	133	133	0.0	1/4	1/4	StaffText	6/8	2	1	0						dimin.					
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	415								
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	416								
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	417								
46	46	135	135	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	418				35				
46	46	273/2	273/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	419								
46	46	135	135	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	420								
46	46	273/2	273/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24	1/16	2/3	421				36				
46	46	410/3	410/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	2	1/24	1/16	2/3	422				36				
46	46	821/6	821/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24	1/16	2/3	423				36				
46	46	137	137	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	424								
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	425								
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	426								
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	427								
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	428								
47	47	138	138	0.0	0	0	Dynamic	6/8	1	1	0				p							
47	47	138	138	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	429				37				
47	47	279/2	279/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	430				37				
47	47	559/4	559/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	431				37				
47	47	140	140	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	432				37				
47	47	138	138	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	433								
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	434								
47	47	138	138	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	435								
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	436								
47	47	279/2	279/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	437								
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	438								
48	48	141	141	0.0	0	0	Spanner	6/8	1	1	0							37		12		
48	48	141	141	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	439				37		12		
48	48	285/2	285/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	440						12		
48	48	141	141	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	441						12		
48	48	285/2	285/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16	1/16	1	442				38		12		
48	48	571/4	571/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16	1/16	1	443				38		12		
48	48	143	143	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	444				38		12		
48	48	141	141	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	445								
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	446								
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	447								
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	448								
49	49	144	144	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	449				39		12		
49	49	291/2	291/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	450				39		12		
49	49	583/4	583/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	451				39		12		
49	49	146	146	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	452						12		
49	49	144	144	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	453						12		
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	454						12		
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	455						12		
49	49	144	144	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	456								
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	457								
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	458								
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	459								
50	50	147	147	0.0	0	0	Dynamic	6/8	1	1	0				pp							
50	50	147	147	0.0	0	0	Spanner	6/8	1	1	0											
50	50	147	147	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	460								
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	461								
50	50	147	147	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	462								
50	50	148	148	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	463								
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	464								
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	465								
50	50	147	147	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	466								
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	467								
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	468								
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	469								
51	51	150	150	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	470								
51	51	303/2	303/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	471				40				
51	51	607/4	607/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	472				40				
51	51	152	152	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	473								
51	51	150	150	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	474								
51	51	151	151	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	475								
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	476								
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	477								
51	51	150	150	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	478								
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	479		articMarcatoAbove						
52	52	153	153	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	480								
52	52	309/2	309/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	481				41				
52	52	619/4	619/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	482				41				
52	52	155	155	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	483								
52	52	153	153	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	484								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	485								
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	486								
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	487								
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	1	3	3/8	1/4	3/2	488								
52	52	153	153	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	489								
52	52	154	154	0.0	1/4	1/4	StaffText	6/8	2	1	0						cresc.					
52	52	154	154	0.0	1/4	1/4	Spanner	6/8	2	1	0								15			
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	490				42	15			
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	491				42	15			
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	492				42	15			
53	53	156	156	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	493								
53	53	315/2	315/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0				pp							
53	53	315/2	315/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	494				43				
53	53	631/4	631/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	495				43				
53	53	158	158	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	496								
53	53	156	156	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	497								
53	53	157	157	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	498								
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	499								
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	500								
53	53	156	156	0.0	0	0	Spanner	6/8	2	1	0											
53	53	156	156	0.0	0	0	Spanner	6/8	2	1	0									13		
53	53	156	156	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	501						13		
53	53	157	157	0.0	1/4	1/4	Spanner	6/8	2	1	0											
53	53	157	157	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	502								
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	503		articMarcatoAbove						
54	54	159	159	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	504								
54	54	321/2	321/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	505				44				
54	54	643/4	643/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	506				44				
54	54	161	161	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	507								
54	54	159	159	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	508								
