mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
47	47	92	92	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	515								
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	516								
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	517		articStaccatoBelow						
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	518								
47	47	92	92	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	519				99				
47	47	369/4	369/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	520				99				
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	521				99				
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	522				99				
47	47	93	93	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	523				99				
47	47	373/4	373/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	524								
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	525		articAccentAbove						
48	48	94	94	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	526		articAccentAbove						
48	48	189/2	189/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p							
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	527		articStaccatoAbove						
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	528		articStaccatoAbove						
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	529		articStaccatoAbove						
48	48	94	94	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	530								
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	531				100				
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	532				100				
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	533								
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	534								
48	48	94	94	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	535		articAccentAbove						
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	536				101				
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	537				101				
48	48	95	95	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	538				101				
48	48	381/4	381/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	539				101				
48	48	191/2	191/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	540				101				
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	541				101				
49	49	96	96	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	542		articStaccatoAbove						
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	543		articStaccatoAbove						
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	544		articStaccatoAbove						
49	49	195/2	195/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				f							
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	545		articAccentAbove						
49	49	96	96	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	546								
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	547								
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	548								
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	549								
49	49	96	96	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	550				101				
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	551				101				
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	552				101				
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	553				101				
49	49	97	97	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	554				101				
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	555								
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	556		articAccentBelow						
50	50	98	98	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	557		articAccentAbove						
50	50	197/2	197/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p							
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	558		articStaccatoAbove						
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	559		articStaccatoAbove						
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	560		articStaccatoAbove						
50	50	98	98	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	561								
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	562				102				
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	563				102				
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	564								
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	565								
50	50	98	98	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	566		articAccentAbove						
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	567				103				
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	568				103				
50	50	99	99	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	569				103				
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	570				103				
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	571				103				
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	572				103				
51	51	100	100	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	573		articStaccatoAbove						
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	574		articStaccatoAbove						
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	575		articStaccatoAbove						
51	51	203/2	203/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				fz							
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	576								
51	51	100	100	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	577								
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	578								
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	579								
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	580								
51	51	100	100	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	581				103				
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	582				103				
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	583				103				
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	584				103				
51	51	101	101	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	585				103				
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	586								
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	587								
52	52	102	102	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	588		articAccentAbove						
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	589								
52	52	103	103	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	590								
52	52	207/2	207/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				fz							
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	591								
52	52	102	102	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	592								
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	593				104				
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	594				104				
52	52	103	103	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	595								
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	596								
52	52	102	102	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	597				105				
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	598				105				
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	599				105				
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	600				105				
52	52	103	103	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	601				105				
52	52	413/4	413/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	602								
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	603								
53	53	104	104	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	604		articAccentAbove						
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	605								
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	606								
53	53	211/2	211/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				fz							
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	607								
53	53	104	104	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	608								
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	609				106				
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	610				106				
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	611								
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	612								
53	53	104	104	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	613				107				
53	53	417/4	417/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	614				107				
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	615				107				
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	616				107				
53	53	105	105	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	617				107				
53	53	421/4	421/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	618								
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	619								
54	54	106	106	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	620								
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	621								
54	54	107	107	0.0	1/4	1/4	StaffText	2/4	1	1	0						dimin.					
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	622								
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	623								
54	54	106	106	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	624								
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	625				108				
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	626				108				
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	627								
54	54	215/2	215/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	628				109				
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	629				109				
54	54	106	106	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	630				110				
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	631				110				
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	632				110				
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	633				110				
54	54	107	107	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	634				110				
54	54	429/4	429/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	635								
54	54	215/2	215/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	636				111				
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	637				111				
55	55	108	108	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	638								
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	639								
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	640								
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	641								
55	55	108	108	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	642								
55	55	217/2	217/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	643				112				
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	644				112				
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	645								
55	55	219/2	219/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	646				113				
55	55	439/4	439/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	647				113				
55	55	108	108	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	648				111				
55	55	433/4	433/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	649								
55	55	217/2	217/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	650				114				
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	651				114				
55	55	109	109	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	652				114				
55	55	437/4	437/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	653								
55	55	219/2	219/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	654				115				
55	55	439/4	439/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	655				115				
56	56	110	110	0.0	0	0	Spanner	2/4	1	1	0									7		
56	56	110	110	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	656						7		
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	657						7		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	658						7		
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	659						7		
56	56	110	110	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	660						7		
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	661				116		7		
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	662				116		7		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	663						7		
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	664				117		7		
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	665				117		7		
56	56	110	110	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	666				115				
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	667								
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	668				118				
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	669				118				
56	56	111	111	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	670				118				
56	56	445/4	445/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	671								
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	672				119				
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	673				119				
57	57	112	112	0.0	0	0	Dynamic	2/4	1	1	0				p							
57	57	112	112	0.0	0	0	Spanner	2/4	1	1	0											
57	57	112	112	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	674								
57	57	225/2	225/2	0.0	1/8	1/8	StaffText	2/4	1	1	0						ritard.					
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	675				120				
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	676				120				
57	57	113	113	0.0	1/4	1/4	Spanner	2/4	1	1	0									8		
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	677						8		
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	678				121		8		
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	679				121		8		
57	57	112	112	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	680						8		
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	681						8		
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	682						8		
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	683						8		
57	57	112	112	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	684				119				
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	685								
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	686				122				
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	687				122				
57	57	113	113	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	688				122				
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	689								
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	690				123				
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	691				123				
58	58	114	114	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	692						8		
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	693				124		8		
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	694				124		8		
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	695						8		
58	58	231/2	231/2	0.0	3/8	3/8	StaffText	2/4	1	1	0						in tempo					
58	58	231/2	231/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0				fp							
58	58	231/2	231/2	0.0	3/8	3/8	Spanner	2/4	1	1	0											
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	696		articAccentAbove		125				
58	58	114	114	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	697								
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	698								
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	699								
58	58	114	114	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	700				123				
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	701								
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	702				126				
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	703				126				
58	58	115	115	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	704				126				
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	705								
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	706		articAccentBelow		127				
59	59	116	116	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	707								
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	708				128				
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	709				128				
59	59	117	117	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	710								
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	711		articAccentAbove		129				
59	59	116	116	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	712								
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	713				130				
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	714								
59	59	117	117	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	715				131				
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	716								
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	717		articAccentBelow		132				
60	60	118	118	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	718								
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	719				133				
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	720				133				
60	60	119	119	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	721								
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	722				134				
60	60	118	118	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	723								
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	724				135				
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	725								
60	60	119	119	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	726				136				
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	727								
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	728				137				
61	61	120	120	0.0	0	0	Spanner	2/4	1	1	0							134	6			
61	61	120	120	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	729				134	6			
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	730				134	6			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	731				134	6			
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	732				134	6			
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	733				134	6			
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	734				137				
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	735				137				
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	736				137				
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	737				137				
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	738				137				
62	62	122	122	0.0	0	0	Spanner	2/4	1	1	0											
62	62	122	122	0.0	0	0	Spanner	2/4	1	1	0									9		
62	62	122	122	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	739						9		
62	62	247/2	247/2	0.0	3/8	3/8	Spanner	2/4	1	1	0											
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	740		articAccentAbove		138				
62	62	122	122	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	741								
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	742				139				
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	743				139				
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	744								
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	745		articAccentBelow		140				
63	63	124	124	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	746								
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	747				141				
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	748				141				
63	63	125	125	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	749								
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	750		articAccentAbove		142				
63	63	124	124	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	751								
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	752				143				
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	753								
63	63	125	125	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	754				144				
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	755								
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	756		articAccentBelow		145				
64	64	126	126	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	757								
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	758				146				
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	759				146				
64	64	127	127	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	760								
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	761				147				
64	64	126	126	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	762								
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	763				148				
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	764								
64	64	127	127	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	765				149				
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	766								
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	767				150				
65	65	128	128	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	768				147				
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	769				147				
65	65	129	129	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	770				147				
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	771				147				
65	65	128	128	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	772				150				
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	773				150				
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	774				150				
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	775				150				
66	66	130	130	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	776				147				
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	777				147				
66	66	131	131	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	778				147				
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	779								
66	66	130	130	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	780				150				
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	781				150				
